flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km
625 CHOA CHU KANG ST 62,Choa Chu Kang Park,0.77,1,Yew Tee Square,0.15,4,South View Primary School,1.88,1,Senja Hawker Centre,2.1,0
760 WOODLANDS AVE 6,Admiralty Park,0.8,2,Woodlands Mart,0.22,6,Riverside Primary School,0.59,2,Kampung Admiralty Hawker Centre,0.89,1
70 CIRCUIT RD,Kallang Riverside Park,2.96,0,Paya Lebar Square,0.87,2,Maha Bodhi School,1.52,2,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.31,9
592C MONTREAL LINK,Yishun Park,1.34,2,Canberra Plaza,0.86,3,Wellington Primary School,0.65,2,Bukit Canberra Hawker Centre,0.66,1
6 EVERTON PK,Tanjong Pagar Park,0.84,5,Tanjong Pagar Centre,0.42,9,Radin Mas Primary School,1.64,2,Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre),0.49,14
234 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.34,3,Junction 8,0.93,6,Ai Tong School,1.49,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.68,9
326 SEMBAWANG CRES,Yishun Park,1.86,2,Sun Plaza,0.39,4,Wellington Primary School,0.87,2,Bukit Canberra Hawker Centre,0.6,2
234 CHOA CHU KANG CTRL,Choa Chu Kang Park,1.33,1,Teck Whye Shopping Centre,0.48,9,South View Primary School,0.26,1,Senja Hawker Centre,1.63,1
34 MARSILING DR,Marsiling Park,0.41,2,Marsiling Mall,1.45,3,Admiralty Primary School,3.12,0,Marsiling Lane Blk 20/21,0.58,2
784 CHOA CHU KANG DR,Choa Chu Kang Park,0.32,1,Yew Tee Point,0.27,6,South View Primary School,1.45,1,Senja Hawker Centre,1.74,1
446C JLN KAYU,Sengkang Riverside Park,1.67,1,The Seletar Mall,0.3,3,Sengkang Green Primary School,0.19,3,Fernvale Hawker Centre & Market,0.39,2
291D COMPASSVALE ST,Sengkang Sculpture Park,0.29,3,Compass One,0.65,7,Punggol Green Primary School,0.55,7,Anchorvale Village Hawker Centre,1.11,3
118 BEDOK RESERVOIR RD,Bedok Town Park,1.51,1,Singpost Centre,2.08,0,Maha Bodhi School,0.92,1,Bedok Reservoir Road Blk 630,0.59,3
528 WOODLANDS DR 14,Marsiling Park,2.27,0,Vista Point,0.12,7,Admiralty Primary School,1.49,1,Kampung Admiralty Hawker Centre,1.3,2
94 HAVELOCK RD,Pearl's Hill City Park,0.73,7,Great World City,0.59,21,River Valley Primary School,0.73,2,Tiong Bahru Market,0.36,17
167A PUNGGOL EAST,Pasir Ris Park,1.7,2,Punggol Plaza,0.23,5,Horizon Primary School,0.65,4,One Punggol Hawker Centre,1.95,1
855 YISHUN RING RD,Lower Seletar Reservoir Park,1.04,3,Wisteria Mall,0.49,3,Northland Primary School,0.62,2,Yishun Park Hawker Centre,1.23,2
116 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.73,3,Broadway Plaza,1.07,3,Ai Tong School,1.46,1,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.33,7
166 HOUGANG AVE 1,Japanese Cemetery Park,2.0,0,Hougang 1,0.63,4,Holy Innocents’ Primary School,1.86,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.36,2
409 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.34,1,Keat Hong Shopping Centre,1.43,4,Dazhong Primary School,0.66,3,Bukit Batok West Hawker Centre,1.12,1
332 HOUGANG AVE 5,Punggol Park,1.05,1,Hougang Mall,0.64,6,Holy Innocents’ Primary School,0.44,2,Buangkok Hawker Centre,1.66,4
255 SERANGOON CTRL DR,Japanese Cemetery Park,1.32,1,NEX,0.5,4,Yangzheng Primary School,0.75,1,Serangoon Garden Market,1.01,5
178 YUNG SHENG RD,Japanese Garden,1.11,3,Taman Jurong Shopping Centre,0.18,3,Rulang Primary School,1.52,1,Taman Jurong Market and Food Centre,0.17,4
438A SENGKANG WEST AVE,Sengkang Riverside Park,1.26,1,The Seletar Mall,0.2,5,Sengkang Green Primary School,0.25,3,Fernvale Hawker Centre & Market,0.13,2
59 C'WEALTH DR,One-north Park,0.9,2,Rochester Mall,1.26,5,Fairfield Methodist School (Primary),1.33,1,Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),0.21,10
858A TAMPINES AVE 5,Sun Plaza Park,0.89,2,Our Tampines Hub,0.35,5,Tampines Primary School,0.91,3,Hawker Centre @ Our Tampines Hub,0.29,2
37 CHAI CHEE AVE,Bedok Town Park,1.08,1,Bedok Mall,0.38,2,Yu Neng Primary School,1.14,2,New Upper Changi Road Blk 208B,0.49,8
630 YISHUN ST 61,Yishun Pond Park,1.11,3,Wisteria Mall,0.39,3,Northland Primary School,0.48,2,Yishun Park Hawker Centre,1.1,2
224 YISHUN ST 21,Yishun Neighbourhood Park,0.34,4,Northpoint City,0.72,5,Chongfu School,0.62,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.82,2
109 BEDOK NTH RD,Bedok Town Park,1.42,1,Bedok Mall,0.89,2,Red Swastika School,0.23,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.42,8
140C CORPORATION DR,Japanese Garden,1.36,2,Taman Jurong Shopping Centre,0.91,1,Rulang Primary School,2.22,0,Taman Jurong Market and Food Centre,0.84,1
88 BEDOK NTH ST 4,Bedok Town Park,1.87,1,Bedok Mall,1.32,3,Red Swastika School,0.54,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.13,8
453D FERNVALE RD,Sengkang Riverside Park,1.44,1,The Seletar Mall,0.23,3,Sengkang Green Primary School,0.06,3,Fernvale Hawker Centre & Market,0.28,2
29 MARINE CRES,East Coast Park,1.85,1,Parkway Parade,0.9,3,Kong Hwa School,2.91,0,Marine Terrace Blk 50A (50A Marine Terrace),0.43,3
142 JLN BT MERAH,Mount Faber Park,0.93,5,Tiong Bahru Plaza,1.03,6,Radin Mas Primary School,0.49,1,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),0.4,16
123 KIM TIAN RD,Tiong Bahru Park,0.61,4,Tiong Bahru Plaza,0.32,6,Radin Mas Primary School,1.12,2,Tiong Bahru Market,0.4,17
742 TAMPINES ST 72,Sun Plaza Park,1.16,2,Our Tampines Hub,1.01,5,Tampines Primary School,1.61,2,Hawker Centre @ Our Tampines Hub,0.95,2
52 CHAI CHEE ST,Bedok Town Park,0.65,1,Bedok Mall,1.0,2,Yu Neng Primary School,1.37,2,Bedok North Street 3 Blk 538,0.55,6
40 CAMBRIDGE RD,Toa Payoh Town Park,1.63,3,Velocity@Novena Square,0.66,17,Anglo-Chinese School (Junior),1.05,1,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.2,8
118 CLEMENTI ST 13,West Coast Park,2.04,0,The Clementi Mall,1.39,5,Pei Hwa Presbyterian Primary School,1.53,1,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),1.17,4
660D JURONG WEST ST 64,Jurong Central Park,0.54,1,Jurong Point,0.51,5,Frontier Primary School,0.41,2,Jurong West Hawker Centre,0.86,2
125 LOR 1 TOA PAYOH,Toa Payoh Town Park,0.89,2,HDB Hub,0.84,4,CHIJ Primary (Toa Payoh),0.75,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.11,9
167B SIMEI LANE,Sun Plaza Park,2.48,0,Eastpoint Mall,0.74,3,Chongzheng Primary School,1.24,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.69,1
440 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.64,2,AMK Hub,0.72,5,Ai Tong School,2.46,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.3,10
107 POTONG PASIR AVE 1,Toa Payoh Town Park,2.33,0,The Poiz,0.38,2,Pei Chun Public School,1.47,2,Woodleigh Village Hawker Centre,0.7,8
26 MARSILING DR,Marsiling Park,0.26,2,Marsiling Mall,1.19,4,Admiralty Primary School,2.99,0,Marsiling Lane Blk 20/21,0.49,2
144 BEDOK RESERVOIR RD,Bedok Town Park,1.09,1,Bedok Mall,2.13,0,Maha Bodhi School,1.44,1,Bedok Reservoir Road Blk 630,0.25,3
279 YISHUN ST 22,Yishun Neighbourhood Park,0.26,4,Junction Nine,0.76,4,Chongfu School,0.21,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1.25,2
247 BISHAN ST 22,Bishan-Ang Mo Kio Park,0.89,3,AMK Hub,1.08,6,Ai Tong School,1.13,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.66,9
211D PUNGGOL WALK,Sengkang Sculpture Park,0.72,3,Waterway Point,0.69,7,Punggol Green Primary School,0.1,7,One Punggol Hawker Centre,1.02,3
661B JURONG WEST ST 64,Jurong Central Park,0.35,1,Jurong Point,0.43,5,Frontier Primary School,0.66,3,Jurong West Hawker Centre,1.08,3
352B CANBERRA RD,Yishun Park,2.01,0,Sun Plaza,0.24,3,Wellington Primary School,0.33,1,Bukit Canberra Hawker Centre,0.33,1
308 CLEMENTI AVE 4,West Coast Park,1.37,1,The Clementi Mall,0.73,4,Pei Hwa Presbyterian Primary School,2.14,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.86,5
109 POTONG PASIR AVE 1,Toa Payoh Town Park,2.22,0,The Poiz,0.37,3,Pei Chun Public School,1.36,2,Woodleigh Village Hawker Centre,0.75,9
255 BANGKIT RD,Zhenghua Park,1.4,2,Fajar Shopping Centre,0.5,5,Zhenghua Primary School,0.42,3,Bukit Panjang Hawker Centre,0.23,2
932A HOUGANG AVE 9,Japanese Cemetery Park,1.22,2,Hougang Green Shopping Mall,0.81,7,Xinmin Primary School,0.45,2,Ci Yuan Hawker Centre,0.14,4
359 BT BATOK ST 31,Bukit Batok Town Park,0.65,1,West Mall,1.24,5,Dazhong Primary School,0.39,3,Bukit Batok West Hawker Centre,1.25,1
1 MARINE TER,East Coast Park,1.21,1,i12 Katong,1.51,3,Maha Bodhi School,3.25,0,Marine Terrace Blk 50A (50A Marine Terrace),0.33,4
290 CHOA CHU KANG AVE 3,Choa Chu Kang Park,1.75,1,Sunshine Place,0.19,5,South View Primary School,0.72,1,Senja Hawker Centre,2.47,0
490C CHOA CHU KANG AVE 5,Choa Chu Kang Park,1.98,1,Keat Hong Shopping Centre,0.34,5,South View Primary School,0.83,2,Bukit Batok West Hawker Centre,2.27,0
182 BEDOK NTH RD,Bedok Town Park,2.32,0,Bedok Mall,1.37,2,Temasek Primary School,1.1,3,New Upper Changi Road Blk 58,0.31,8
691B WOODLANDS DR 73,Admiralty Park,1.88,1,Admiralty Place,0.43,5,Admiralty Primary School,0.7,2,Kampung Admiralty Hawker Centre,0.58,1
637C PUNGGOL DR,Coney Island Park,1.36,3,Oasis Terraces,0.45,4,Horizon Primary School,0.18,6,One Punggol Hawker Centre,1.51,2
212A COMPASSVALE DR,Sengkang Sculpture Park,1.0,3,Rivervale Plaza,0.24,7,Springdale Primary School,1.44,2,Buangkok Hawker Centre,0.95,2
617B PUNGGOL DR,Punggol Waterway Park,1.27,3,Oasis Terraces,0.14,5,Oasis Primary School,0.29,7,One Punggol Hawker Centre,1.05,2
758 YISHUN ST 72,Yishun Pond Park,0.67,5,Northpoint City,0.34,4,Northland Primary School,0.93,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.87,2
885 TAMPINES ST 83,Sun Plaza Park,1.48,1,Our Tampines Hub,0.85,5,Tampines Primary School,1.24,4,Hawker Centre @ Our Tampines Hub,0.82,3
109B DEPOT RD,Telok Blangah Hill Park,0.28,6,Alexandra Central,0.82,4,Radin Mas Primary School,1.79,1,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),0.67,14
653 WOODLANDS RING RD,Admiralty Park,1.79,1,Admiralty Place,0.39,6,Admiralty Primary School,0.52,2,Kampung Admiralty Hawker Centre,0.28,1
482 ADMIRALTY LINK,Admiralty Park,2.19,0,Sun Plaza,0.92,2,Wellington Primary School,0.86,2,Bukit Canberra Hawker Centre,1.06,1
26 CHAI CHEE RD,Bedok Town Park,1.23,2,Bedok Mall,0.73,2,Yu Neng Primary School,1.51,2,New Upper Changi Road Blk 208B,0.79,8
753 JURONG WEST ST 74,Jurong Central Park,1.45,1,Gek Poh Shopping Centre,0.25,4,Westwood Primary School,0.16,2,Jurong West Hawker Centre,0.84,2
986A JURONG WEST ST 93,Jurong Central Park,1.43,1,Pioneer Mall,0.56,3,Frontier Primary School,0.51,2,Jurong West Hawker Centre,0.52,1
513 WELLINGTON CIRCLE,Yishun Park,2.23,0,Sun Plaza,0.67,3,Wellington Primary School,0.35,1,Bukit Canberra Hawker Centre,0.63,1
700B ANG MO KIO AVE 6,Ang Mo Kio Town Garden East,0.51,3,AMK Hub,0.27,3,Ai Tong School,1.75,1,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.31,10
7 GHIM MOH RD,One-north Park,0.99,1,The Star Vista,0.51,2,Fairfield Methodist School (Primary),1.21,1,Ghim Moh Road Blk 20,0.12,7
68 GEYLANG BAHRU,Kallang Riverside Park,1.64,1,The Poiz,1.11,3,Pei Chun Public School,2.3,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.06,11
413 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.87,3,AMK Hub,0.86,5,Ai Tong School,2.32,0,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),0.21,9
417 EUNOS RD 5,Bedok Town Park,3.34,0,Singpost Centre,0.26,4,Maha Bodhi School,1.24,2,Geylang Serai Market,0.2,11
473C UPP SERANGOON CRES,Punggol Park,0.59,1,Hougang Mall,0.94,6,Holy Innocents’ Primary School,1.31,1,Buangkok Hawker Centre,1.21,1
858 WOODLANDS ST 83,Admiralty Park,1.52,1,Woodlands North Plaza,0.48,7,Admiralty Primary School,0.67,2,Kampung Admiralty Hawker Centre,0.7,3
752 WOODLANDS CIRCLE,Admiralty Park,0.93,2,Woodlands Mart,0.36,6,Admiralty Primary School,0.66,2,Kampung Admiralty Hawker Centre,0.9,2
314 BT BATOK ST 32,Bukit Batok Town Park,1.02,1,West Mall,1.12,3,Dazhong Primary School,0.21,3,Bukit Batok West Hawker Centre,0.8,1
989D JURONG WEST ST 93,Jurong Central Park,1.41,1,Pioneer Mall,0.68,3,Frontier Primary School,0.48,2,Jurong West Hawker Centre,0.64,1
353 CHOA CHU KANG CTRL,Choa Chu Kang Park,1.27,1,Lot One,0.38,8,South View Primary School,0.32,1,Senja Hawker Centre,2.04,0
38 CAMBRIDGE RD,Toa Payoh Town Park,1.55,2,Velocity@Novena Square,0.65,13,Anglo-Chinese School (Junior),1.15,2,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.15,8
658 JLN TENAGA,Bedok Town Park,1.76,1,Singpost Centre,2.06,0,Maha Bodhi School,0.81,1,Bedok Reservoir Road Blk 630,0.84,2
114 DEPOT RD,Telok Blangah Hill Park,0.52,6,Alexandra Central,0.64,4,Radin Mas Primary School,2.07,0,Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),0.57,14
554 CHOA CHU KANG NTH 6,Choa Chu Kang Park,0.77,1,Yew Tee Point,0.4,4,South View Primary School,1.65,1,Senja Hawker Centre,2.23,0
202A PUNGGOL FIELD,Sengkang Sculpture Park,1.01,3,Waterway Point,0.79,7,Punggol View Primary School,0.61,8,One Punggol Hawker Centre,0.94,3
47 MARINE CRES,East Coast Park,1.87,1,i12 Katong,0.84,3,Kong Hwa School,2.75,0,Marine Terrace Blk 50A (50A Marine Terrace),0.36,4
536 PASIR RIS DR 1,Pasir Ris Town Park,0.31,3,White Sands,0.2,4,Pasir Ris Primary School,1.46,2,Pasir Ris Central Hawker Centre,0.36,1
5 UPP ALJUNIED LANE,Kallang Riverside Park,3.2,0,The Poiz,1.46,1,Yangzheng Primary School,2.07,0,Circuit Road Blk 79/79A,0.99,7
335 ANG MO KIO AVE 1,Ang Mo Kio Town Garden East,0.83,3,AMK Hub,0.71,5,Ai Tong School,1.99,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.29,11
53 PIPIT RD,Kallang Riverside Park,2.76,0,Paya Lebar Square,0.87,2,Kong Hwa School,1.45,2,Circuit Road Blk 89,0.15,12
798 YISHUN RING RD,Lower Seletar Reservoir Park,1.04,3,Wisteria Mall,0.88,3,Northland Primary School,0.87,2,Yishun Park Hawker Centre,1.44,2
588A MONTREAL DR,Yishun Park,1.48,2,Sun Plaza,0.74,3,Wellington Primary School,0.42,1,Bukit Canberra Hawker Centre,0.39,1
894B WOODLANDS DR 50,Marsiling Park,1.75,1,Woodlands Civic Centre,0.33,7,Admiralty Primary School,1.36,2,Marsiling Mall Hawker Centre,1.14,3
393 TAMPINES AVE 7,Tampines Eco Green,1.35,3,Tampines 1,1.28,6,Chongzheng Primary School,0.79,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.72,2
659A PUNGGOL EAST,Coney Island Park,0.97,2,Oasis Terraces,0.76,3,Waterway Primary School,0.22,4,One Punggol Hawker Centre,1.85,1
166B YUNG KUANG RD,Japanese Garden,1.14,3,Taman Jurong Shopping Centre,0.45,3,Rulang Primary School,1.76,1,Taman Jurong Market and Food Centre,0.38,3
672B EDGEFIELD PLAINS,Punggol Waterway Park,0.96,2,Oasis Terraces,0.44,5,Oasis Primary School,0.29,7,One Punggol Hawker Centre,0.85,2
134 SIMEI ST 1,Sun Plaza Park,1.78,2,Eastpoint Mall,0.67,7,Chongzheng Primary School,0.55,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.26,2
254 SERANGOON CTRL DR,Japanese Cemetery Park,1.4,1,NEX,0.38,4,Yangzheng Primary School,0.67,1,Serangoon Garden Market,1.12,4
105 BEDOK RESERVOIR RD,Bedok Town Park,1.58,1,Singpost Centre,1.94,1,Maha Bodhi School,0.87,1,Bedok Reservoir Road Blk 630,0.71,4
245 HOUGANG ST 22,Japanese Cemetery Park,1.81,1,Hougang 1,0.29,4,Holy Innocents’ Primary School,0.98,2,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.54,2
446 HOUGANG AVE 8,Punggol Park,0.25,2,Sengkang Grand Mall,0.49,7,Holy Innocents’ Primary School,1.31,3,Buangkok Hawker Centre,0.45,2
701 WOODLANDS DR 40,Admiralty Park,1.35,1,Woodlands Mart,0.49,6,Admiralty Primary School,0.45,2,Kampung Admiralty Hawker Centre,0.55,1
337 WOODLANDS AVE 1,Marsiling Park,1.5,1,Marsiling Mall,0.37,5,Admiralty Primary School,2.43,0,Marsiling Mall Hawker Centre,0.38,2
161 SIMEI RD,Sun Plaza Park,2.36,0,Eastpoint Mall,0.84,5,Chongzheng Primary School,1.14,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.72,1
499A TAMPINES AVE 9,Tampines Eco Green,1.0,3,Tampines 1,1.26,8,Gongshang Primary School,0.77,4,Pasir Ris Central Hawker Centre,1.67,3
547C SEGAR RD,Choa Chu Kang Park,2.26,0,Greenridge Shopping Centre,0.46,5,West Spring Primary School,0.3,3,Senja Hawker Centre,0.88,2
34 CIRCUIT RD,Kallang Riverside Park,3.22,0,Paya Lebar Square,1.27,2,Maha Bodhi School,1.54,2,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.14,7
132 CASHEW RD,Zhenghua Park,1.09,2,Hillion Mall,0.91,8,Bukit Panjang Primary School,0.16,3,Bukit Panjang Hawker Centre,0.42,2
984D BUANGKOK LINK,Punggol Park,1.78,3,Buangkok Square,0.23,7,Xinmin Primary School,1.24,4,Ci Yuan Hawker Centre,0.8,4
403 BEDOK NTH AVE 3,Bedok Town Park,1.38,1,Bedok Mall,0.63,2,Red Swastika School,0.47,3,Bedok North Street 1 Blk 216,0.31,7
258A COMPASSVALE RD,Sengkang Sculpture Park,0.22,3,Compass One,0.23,8,Springdale Primary School,0.8,6,Anchorvale Village Hawker Centre,1.04,3
747 WOODLANDS CIRCLE,Admiralty Park,1.2,2,Woodlands Mart,0.45,7,Admiralty Primary School,0.56,2,Kampung Admiralty Hawker Centre,0.73,2
274 TOH GUAN RD,Chinese Garden,1.55,3,IMM,0.8,4,Princess Elizabeth Primary School,1.03,3,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1.0,3
442 HOUGANG AVE 8,Punggol Park,0.38,2,Sengkang Grand Mall,0.42,7,Holy Innocents’ Primary School,1.37,3,Buangkok Hawker Centre,0.36,2
175D PUNGGOL FIELD,Sengkang Sculpture Park,1.29,2,Punggol Plaza,0.75,6,Horizon Primary School,0.64,7,One Punggol Hawker Centre,1.12,2
86 REDHILL CL,Tiong Bahru Park,0.67,4,Tiong Bahru Plaza,0.99,5,Radin Mas Primary School,1.46,1,Redhill Lane Blk 85 (Redhill Food Centre),0.06,18
153 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.26,3,Broadway Plaza,0.65,3,Ai Tong School,2.01,0,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.38,9
343 WOODLANDS AVE 1,Marsiling Park,1.34,1,Marsiling Mall,0.22,5,Admiralty Primary School,2.47,0,Marsiling Mall Hawker Centre,0.22,2
4 LOR 7 TOA PAYOH,Toa Payoh Town Park,1.27,1,HDB Hub,1.0,3,Pei Chun Public School,0.25,3,Toa Payoh Lorong 8 Blk 210,0.19,9
138 POTONG PASIR AVE 3,Toa Payoh Town Park,1.98,1,The Poiz,0.28,2,Pei Chun Public School,1.18,2,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),0.96,10
121 MCNAIR RD,Toa Payoh Town Park,1.59,2,City Square Mall,0.84,9,Anglo-Chinese School (Junior),1.96,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.46,13
223 PENDING RD,Zhenghua Park,1.0,2,Fajar Shopping Centre,0.92,6,Bukit Panjang Primary School,0.53,3,Bukit Panjang Hawker Centre,0.24,2
926 YISHUN CTRL 1,Yishun Pond Park,0.23,4,Northpoint City,0.18,4,Huamin Primary School,0.71,3,Yishun Park Hawker Centre,0.82,2
24 EUNOS CRES,Bedok Town Park,2.52,0,Singpost Centre,0.98,2,Maha Bodhi School,0.53,1,Eunos Crescent Blk 4A,0.44,9
241 YISHUN RING RD,Yishun Pond Park,0.49,4,Junction Nine,0.3,5,Chongfu School,0.69,3,Yishun Park Hawker Centre,1.0,2
248 COMPASSVALE RD,Sengkang Sculpture Park,0.35,3,Compass One,0.38,7,Springdale Primary School,0.99,6,Anchorvale Village Hawker Centre,1.23,3
196D PUNGGOL FIELD,Sengkang Sculpture Park,1.28,3,Oasis Terraces,0.75,7,Punggol View Primary School,0.65,7,One Punggol Hawker Centre,0.98,2
268B BOON LAY DR,Jurong Central Park,1.04,1,Boon Lay Shopping Centre,0.52,5,Westwood Primary School,0.82,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.6,3
711 PASIR RIS ST 72,Pasir Ris Park,1.29,2,Pasir Ris West Plaza,0.3,2,Waterway Primary School,2.88,0,Pasir Ris Central Hawker Centre,1.75,1
415 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.78,3,AMK Hub,0.78,5,Ai Tong School,2.34,0,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),0.27,10
577 HOUGANG AVE 4,Punggol Park,1.25,2,Hougang Green Shopping Mall,0.32,6,Xinmin Primary School,0.83,4,Ci Yuan Hawker Centre,0.42,3
181A BOON LAY DR,Jurong Central Park,1.15,1,Boon Lay Shopping Centre,0.54,4,Westwood Primary School,0.85,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.64,3
102 JLN RAJAH,Toa Payoh Town Park,0.48,1,HDB Hub,0.46,5,Pei Chun Public School,1.04,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.6,10
81 MACPHERSON LANE,Kallang Riverside Park,3.41,0,Paya Lebar Square,1.63,2,Maha Bodhi School,1.72,1,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.49,6
764 PASIR RIS ST 71,Pasir Ris Park,1.6,1,Pasir Ris West Plaza,0.43,2,Gongshang Primary School,2.66,0,Pasir Ris Central Hawker Centre,1.93,1
414A FERNVALE LINK,Sengkang Riverside Park,1.3,1,The Seletar Mall,0.42,6,Sengkang Green Primary School,0.6,3,Fernvale Hawker Centre & Market,0.35,4
637D PUNGGOL DR,Coney Island Park,1.34,3,Oasis Terraces,0.48,4,Horizon Primary School,0.24,5,One Punggol Hawker Centre,1.56,2
272 TAMPINES ST 22,Sun Plaza Park,1.3,2,Tampines Mall,0.72,6,Chongzheng Primary School,0.2,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.74,2
786F WOODLANDS DR 60,Admiralty Park,0.99,1,Woodlands Mart,0.26,6,Riverside Primary School,0.18,2,Kampung Admiralty Hawker Centre,0.7,1
616 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.59,3,Broadway Plaza,1.01,3,Ai Tong School,1.97,1,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.33,8
110 SIMEI ST 1,Sun Plaza Park,1.92,1,Eastpoint Mall,0.31,7,Chongzheng Primary School,0.88,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.7,3
474 SEGAR RD,Zhenghua Park,2.37,0,Fajar Shopping Centre,0.58,5,West Spring Primary School,0.69,3,Bukit Panjang Hawker Centre,1.22,2
551 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.98,2,myVillage At Serangoon Garden,1.21,5,Xinmin Primary School,2.73,0,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),0.48,7
318A ANCHORVALE LINK,Sengkang Riverside Park,0.58,3,Compass One,0.62,8,Springdale Primary School,0.11,5,Anchorvale Village Hawker Centre,0.38,3
17 TELOK BLANGAH CRES,Mount Faber Park,0.55,4,Tiong Bahru Plaza,1.15,3,Radin Mas Primary School,0.42,1,Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),0.34,15
117 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.82,3,Broadway Plaza,1.17,3,Ai Tong School,1.48,1,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.41,7
130 CHOA CHU KANG AVE 1,Choa Chu Kang Park,1.22,1,Teck Whye Shopping Centre,0.28,11,South View Primary School,0.45,2,Senja Hawker Centre,1.36,1
319 HOUGANG AVE 5,Punggol Park,1.33,1,Hougang Mall,0.81,5,Holy Innocents’ Primary School,0.31,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.39,4
512 JELAPANG RD,Choa Chu Kang Park,2.23,0,Greenridge Shopping Centre,0.32,6,West Spring Primary School,0.33,3,Senja Hawker Centre,0.81,2
230 ANG MO KIO AVE 3,Bishan-Ang Mo Kio Park,0.44,3,Broadway Plaza,0.96,5,Ai Tong School,1.06,1,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),0.27,9
410A FERNVALE RD,Sengkang Riverside Park,1.56,1,The Seletar Mall,0.16,4,Sengkang Green Primary School,0.32,3,Fernvale Hawker Centre & Market,0.21,3
